n; k; ScoreMoyen;
;;;
10;5.0;62151.3700000001
20;5.0;62727.970000000096
30;5.0;63132.080000000096
40;5.0;63536.1900000001
50;5.0;64051.7200000001
60;5.0;64443.0700000001
70;5.0;64846.4200000001
80;5.0;65301.08000000009
90;5.0;65815.8500000001
100;5.0;66455.7600000001
110;5.0;67021.84000000008
120;5.0;67425.95000000008
130;5.0;68460.45000000007
140;5.0;68864.56000000007
150;5.0;69504.47000000006
160;5.0;69960.44000000006
170;5.0;70994.94000000006
180;5.0;71339.49000000006
190;5.0;71742.84000000007
