n; k; ScoreMoyen;
;;;
10;6.0;33448.000000000226
20;6.0;33613.860000000226
30;6.0;33804.75800000023
40;6.0;33995.65600000023
50;6.0;34186.55400000023
60;6.0;34377.45200000023
70;6.0;34568.35000000023
80;6.0;34759.24800000023
90;6.0;34950.14600000023
100;6.0;35117.404000000235
110;6.0;35284.66200000024
120;6.0;35450.52200000024
130;6.0;35641.42000000024
140;6.0;35838.654000000235
150;6.0;36005.91200000024
160;6.0;36173.17000000024
170;6.0;36339.03000000024
180;6.0;36506.28800000024
190;6.0;36697.18600000024
