n; k; ScoreMoyen;
;;;
10;4.0;244.7660000000006
20;4.0;246.2920000000006
30;4.0;247.8180000000006
40;4.0;249.72600000000062
50;4.0;251.51000000000062
60;4.0;253.02800000000065
70;4.0;254.81200000000064
80;4.0;256.7200000000006
90;4.0;258.4960000000006
100;4.0;260.28000000000065
110;4.0;261.8060000000006
120;4.0;263.3320000000006
130;4.0;265.11600000000067
140;4.0;266.64200000000056
150;4.0;268.17800000000057
160;4.0;269.9540000000006
170;4.0;271.48000000000053
180;4.0;273.0060000000005
190;4.0;274.52400000000046
