n; k; ScoreMoyen;
;;;
10;6.0;25809.999999999964
20;6.0;25991.099999999966
30;6.0;26172.199999999968
40;6.0;26353.29999999997
50;6.0;26534.399999999972
60;6.0;26715.499999999975
70;6.0;26896.599999999977
80;6.0;27077.69999999998
90;6.0;27258.79999999998
100;6.0;27439.899999999983
110;6.0;27620.999999999985
120;6.0;27802.099999999988
130;6.0;27983.19999999999
140;6.0;28164.299999999992
150;6.0;28345.399999999994
160;6.0;28526.499999999996
170;6.0;28707.6
180;6.0;28888.7
190;6.0;29069.800000000003
