n; k; ScoreMoyen;
;;;
10;8.0;9865.999999999989
20;8.0;10121.139999999989
30;8.0;10373.299999999988
40;8.0;10625.459999999988
50;8.0;10877.619999999988
60;8.0;11129.779999999988
70;8.0;11381.939999999988
80;8.0;11634.099999999988
90;8.0;11886.259999999987
100;8.0;12138.419999999987
110;8.0;12390.579999999987
120;8.0;12642.739999999987
130;8.0;12894.899999999987
140;8.0;13147.059999999987
150;8.0;13402.199999999986
160;8.0;13654.359999999986
170;8.0;13906.519999999986
180;8.0;14158.679999999986
190;8.0;14410.839999999986
