n; k; ScoreMoyen;
;;;
10;7.0;56604.52400000002
20;7.0;56604.52400000002
30;7.0;56640.49200000002
40;7.0;56633.586000000025
50;7.0;56640.49200000002
60;7.0;56640.49200000003
70;7.0;56633.58600000003
80;7.0;56669.55400000003
90;7.0;56705.52200000004
100;7.0;56741.49000000004
110;7.0;56734.584000000046
120;7.0;56770.55200000005
130;7.0;56806.520000000055
140;7.0;56806.52000000006
150;7.0;56831.16600000007
160;7.0;56831.16600000007
170;7.0;56871.38400000008
180;7.0;56907.35200000008
190;7.0;56914.258000000074
