n; k; ScoreMoyen;
;;;
10;7.0;39943.99999999999
20;7.0;40080.59999999999
30;7.0;40217.19999999999
40;7.0;40353.79999999999
50;7.0;40490.39999999999
60;7.0;40626.999999999985
70;7.0;40763.599999999984
80;7.0;40900.19999999998
90;7.0;41036.79999999998
100;7.0;41173.39999999998
110;7.0;41309.99999999998
120;7.0;41446.59999999998
130;7.0;41583.199999999975
140;7.0;41719.799999999974
150;7.0;41856.39999999997
160;7.0;41992.99999999997
170;7.0;42129.59999999997
180;7.0;42266.19999999997
190;7.0;42402.79999999997
