n; k; ScoreMoyen;
;;;
10;7.0;71.99999999999977
20;7.0;74.28199999999977
30;7.0;76.56399999999977
40;7.0;78.84599999999976
50;7.0;80.64199999999975
60;7.0;82.92399999999975
70;7.0;85.20599999999975
80;7.0;87.48799999999974
90;7.0;88.03599999999973
100;7.0;90.31799999999973
110;7.0;92.59999999999972
120;7.0;94.88199999999972
130;7.0;97.16399999999972
140;7.0;99.44599999999971
150;7.0;101.6219999999997
160;7.0;103.5119999999997
170;7.0;105.7939999999997
180;7.0;108.0759999999997
190;7.0;110.35799999999969
