n; k; ScoreMoyen;
;;;
10;8.0;12288.999999999987
20;8.0;12455.663999999988
30;8.0;12622.327999999989
40;8.0;12779.023999999989
50;8.0;12945.68799999999
60;8.0;13112.35199999999
70;8.0;13257.19999999999
80;8.0;13379.51999999999
90;8.0;13546.18399999999
100;8.0;13712.84799999999
110;8.0;13846.241999999991
120;8.0;13991.089999999991
130;8.0;14157.753999999992
140;8.0;14324.417999999992
150;8.0;14491.081999999993
160;8.0;14657.745999999994
170;8.0;14824.409999999994
180;8.0;14991.073999999995
190;8.0;15157.737999999996
