n; k; ScoreMoyen;
;;;
10;5.0;71.99999999999977
20;5.0;74.35999999999977
30;5.0;76.71999999999977
40;5.0;79.27999999999976
50;5.0;81.83999999999975
60;5.0;84.39999999999974
70;5.0;86.75999999999974
80;5.0;89.11999999999973
90;5.0;91.47999999999973
100;5.0;93.83999999999973
110;5.0;96.19999999999973
120;5.0;98.75999999999972
130;5.0;101.11999999999972
140;5.0;103.47999999999972
150;5.0;105.83999999999972
160;5.0;108.19999999999972
170;5.0;110.55999999999972
180;5.0;113.1199999999997
190;5.0;115.4799999999997
